 18.8350       0.00
 18.8650       0.00
 18.8950       0.00
 18.9250       0.00
 18.9550       0.00
 18.9850       0.00
 19.0150       0.00
 19.0450       0.00
 19.0750       0.00
 19.1050       0.00
 19.1350       0.00
 19.1650       0.00
 19.1950       0.00
 19.2250       0.00
 19.2550       0.00
 19.2850       0.00
 19.3150       0.25
 19.3450       0.25
 19.3750       0.25
 19.4050       0.25
 19.4350       0.25
 19.4650       0.25
 19.4950       0.25
 19.5250       0.25
 19.5550       0.25
 19.5850       0.25
 19.6150       0.25
 19.6450       0.25
 19.6750       0.49
 19.7050       0.49
 19.7350       0.49
 19.7650       0.49
 19.7950       0.49
 19.8250       0.49
 19.8550       0.49
 19.8850       0.49
 19.9150       0.49
 19.9450       0.49
 19.9750       0.74
 20.0050       0.74
 20.0350       0.74
 20.0650       0.74
 20.0950       0.74
 20.1250       0.99
 20.1550       0.99
 20.1850       0.99
 20.2150       1.24
 20.2450       1.24
 20.2750       1.49
 20.3050       1.49
 20.3350       1.74
 20.3650       1.99
 20.3950       2.25
 20.4250       2.76
 20.4550       3.01
 20.4850       3.53
 20.5150       4.31
 20.5450       5.10
 20.5750       6.17
 20.6050       8.08
 20.6350      10.60
 20.6650      15.60
 20.6950      25.44
 20.7250      44.12
 20.7550      74.90
 20.7850     115.83
 20.8150     153.06
 20.8450     159.78
 20.8750     129.65
 20.9050      87.64
 20.9350      52.83
 20.9650      30.55
 20.9950      18.05
 21.0250      11.75
 21.0550       8.63
 21.0850       6.71
 21.1150       5.37
 21.1450       4.57
 21.1750       3.79
 21.2050       3.27
 21.2350       2.76
 21.2650       2.50
 21.2950       2.25
 21.3250       1.74
 21.3550       1.49
 21.3850       1.49
 21.4150       1.24
 21.4450       1.24
 21.4750       0.99
 21.5050       1.24
 21.5350       0.99
 21.5650       0.99
 21.5950       0.99
 21.6250       0.74
 21.6550       0.74
 21.6850       0.74
 21.7150       0.74
 21.7450       0.74
 21.7750       0.74
 21.8050       0.74
 21.8350       0.49
 21.8650       0.49
 21.8950       0.49
 21.9250       0.49
 21.9550       0.49
 21.9850       0.74
 22.0150       0.49
 22.0450       0.49
 22.0750       0.49
 22.1050       0.49
 22.1350       0.49
 22.1650       0.49
 22.1950       0.49
 22.2250       0.74
 22.2550       0.74
 22.2850       0.74
 22.3150       0.74
 22.3450       0.49
 22.3750       0.49
 22.4050       0.49
 22.4350       0.74
 22.4650       0.74
 22.4950       0.74
 22.5250       0.74
 22.5550       0.99
 22.5850       0.99
 22.6150       1.24
 22.6450       1.49
 22.6750       1.74
 22.7050       1.99
 22.7350       2.50
 22.7650       3.01
 22.7950       3.53
 22.8250       4.84
 22.8550       6.71
 22.8850      10.60
 22.9150      18.36
 22.9450      31.60
 22.9750      50.81
 23.0050      71.27
 23.0350      80.94
 23.0650      71.27
 23.0950      50.81
 23.1250      31.60
 23.1550      18.36
 23.1850      10.60
 23.2150       6.71
 23.2450       4.84
 23.2750       3.53
 23.3050       3.01
 23.3350       2.50
 23.3650       1.99
 23.3950       1.74
 23.4250       1.49
 23.4550       1.24
 23.4850       0.99
 23.5150       0.99
 23.5450       0.74
 23.5750       0.74
 23.6050       0.74
 23.6350       0.74
 23.6650       0.49
 23.6950       0.49
 23.7250       0.49
 23.7550       0.49
 23.7850       0.49
 23.8150       0.49
 23.8450       0.49
 23.8750       0.25
 23.9050       0.25
 23.9350       0.25
 23.9650       0.25
 23.9950       0.25
 24.0250       0.74
 24.0550       0.74
 24.0850       0.74
 24.1150       0.74
 24.1450       0.74
 24.1750       0.74
 24.2050       0.74
 24.2350       0.74
 24.2650       0.99
 24.2950       0.99
 24.3250       0.99
 24.3550       0.99
 24.3850       0.99
 24.4150       0.99
 24.4450       1.24
 24.4750       1.24
 24.5050       1.24
 24.5350       1.24
 24.5650       1.24
 24.5950       1.24
 24.6250       1.49
 24.6550       1.49
 24.6850       1.49
 24.7150       1.74
 24.7450       1.74
 24.7750       1.99
 24.8050       2.25
 24.8350       2.50
 24.8650       2.76
 24.8950       2.76
 24.9250       3.01
 24.9550       3.53
 24.9850       3.79
 25.0150       4.31
 25.0450       4.57
 25.0750       6.44
 25.1050       7.26
 25.1350       8.08
 25.1650       9.19
 25.1950      10.60
 25.2250      12.33
 25.2550      14.40
 25.2850      17.12
 25.3150      21.20
 25.3450      26.78
 25.3750      36.25
 25.4050      54.88
 25.4350      91.06
 25.4650     156.71
 25.4950     256.62
 25.5250     375.14
 25.5550     454.30
 25.5850     428.08
 25.6150     320.40
 25.6450     206.74
 25.6750     122.94
 25.7050      72.62
 25.7350      46.45
 25.7650      33.37
 25.7950      26.45
 25.8250      22.16
 25.8550      19.29
 25.8850      17.12
 25.9150      15.90
 25.9450      14.69
 25.9750      14.40
 26.0050      14.10
 26.0350      14.10
 26.0650      14.40
 26.0950      14.69
 26.1250      15.60
 26.1550      16.81
 26.1850      18.36
 26.2150      20.24
 26.2450      23.14
 26.2750      26.11
 26.3050      30.55
 26.3350      36.25
 26.3650      44.50
 26.3950      56.54
 26.4250      76.74
 26.4550     115.29
 26.4850     191.84
 26.5150     332.22
 26.5450     549.10
 26.5750     812.71
 26.6050    1000.00
 26.6350     957.38
 26.6650     724.27
 26.6950     469.18
 26.7250     276.64
 26.7550     159.78
 26.7850      98.55
 26.8150      67.26
 26.8450      50.81
 26.8750      40.32
 26.9050      32.66
 26.9350      27.46
 26.9650      23.14
 26.9950      19.92
 27.0250      17.12
 27.0550      14.40
 27.0850      12.63
 27.1150      11.18
 27.1450      10.04
 27.1750       8.91
 27.2050       8.08
 27.2350       7.26
 27.2650       6.71
 27.2950       6.17
